DSPCheckMailToDSP,dsp.o,dsp.a,false,
DSPCheckMailFromDSP,dsp.o,dsp.a,false,
DSPReadMailFromDSP,dsp.o,dsp.a,false,
DSPSendMailToDSP,dsp.o,dsp.a,false,
DSPAssertInt,dsp.o,dsp.a,false,
DSPInit,dsp.o,dsp.a,false,
__DSP_debug_printf,dsp_debug.o,dsp.a,false,
__DSP_exec_task,dsp_task.o,dsp.a,false,
__DSP_boot_task,dsp_task.o,dsp.a,false,
__DSP_remove_task,dsp_task.o,dsp.a,false,
